#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
puzzloopk;Puzz Loop (Korea);Final Burn Alpha;puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopk;Puzz Loop (Korea);MAME (Advance);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopk;Puzz Loop (Korea);MAME (Libretro);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopk;Puzz Loop (Korea);MAME (Mame4all);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloop;Puzz Loop (Europe, v0.94);Arcade;;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloop;Puzz Loop (Europe, v0.94);Final Burn Alpha;;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloop;Puzz Loop (Europe, v0.94);MAME (Advance);;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloop;Puzz Loop (Europe, v0.94);MAME (Libretro);;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloop;Puzz Loop (Europe, v0.94);MAME (Mame4all);;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopu;Puzz Loop (USA);Arcade;puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopu;Puzz Loop (USA);Final Burn Alpha;puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopu;Puzz Loop (USA);MAME (Advance);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopu;Puzz Loop (USA);MAME (Libretro);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
puzzloopu;Puzz Loop (USA);MAME (Mame4all);puzzloop;1998;Mitchell;Puzzle / Toss;;;;;0;;;;;
Puzzmania (Europe) (Unl);Puzzmania (Europe) (Unl);Atari ST;;19xx;A. Holt;Puzzle;;;;;0;;;;;
puzznicb;Puzznic (bootleg);Arcade;puzznic;1989;bootleg;Puzzle / Misc.;;;;;0;;;;;
puzznicb;Puzznic (bootleg);Final Burn Alpha;puzznic;1989;bootleg;Puzzle / Misc.;;;;;0;;;;;
puzznicb;Puzznic (bootleg);MAME (Advance);puzznic;1989;bootleg;Puzzle / Misc.;;;;;0;;;;;
puzznicb;Puzznic (bootleg);MAME (Libretro);puzznic;1989;bootleg;Puzzle / Misc.;;;;;0;;;;;
puzznicb;Puzznic (bootleg);MAME (Mame4all);puzznic;1989;bootleg;Puzzle / Misc.;;;;;0;;;;;
Puzznic (Europe);Puzznic (Europe);Amstrad CPC;;1990;Ocean Software;Puzzle;;;;;0;;;;;
Puzznic (Europe);Puzznic (Europe);Atari ST;;1990;Ocean Software;Puzzle;;;;;0;;;;;
Puzznic (Europe);Puzznic (Europe);Commodore 64;;1990;Ocean/Taito;Puzzle;;;;;0;;;;;
Puzznic (Europe);Puzznic (Europe);Sinclair ZX Spectrum;;1990;Ocean Software;Puzzle;;;;;0;;;;;
puzznici;Puzznic (Italian bootleg);Arcade;puzznic;1989;bootleg;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznici;Puzznic (Italian bootleg);Final Burn Alpha;puzznic;1989;bootleg;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznici;Puzznic (Italian bootleg);MAME (Advance);puzznic;1989;bootleg;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznici;Puzznic (Italian bootleg);MAME (Libretro);puzznic;1989;bootleg;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznici;Puzznic (Italian bootleg);MAME (Mame4all);puzznic;1989;bootleg;Puzzle / Misc. * Mature *;;;;;0;;;;;
Puzznic (Japan);Puzznic (Japan);Nintendo Game Boy;;1990;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);Arcade;puzznic;1989;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);Arcade;puzznic;1989;Taito Corporation;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznicj;Puzznic (Japan);Final Burn Alpha;puzznic;1989;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Advance);puzznic;1989;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Advance);puzznic;1989;Taito Corporation;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Libretro);puzznic;1989;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Libretro);puzznic;1989;Taito Corporation;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Mame4all);puzznic;1989;Taito Corporation;Puzzle;;;;;0;;;;;
puzznicj;Puzznic (Japan);MAME (Mame4all);puzznic;1989;Taito Corporation;Puzzle / Misc. * Mature *;;;;;0;;;;;
puzznic;Puzznic (World);Arcade;;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
puzznic;Puzznic (World);Arcade;;1989;Taito Corporation Japan;Puzzle / Misc.;;;;;0;;;;;
puzznic;Puzznic (World);Final Burn Alpha;;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Advance);;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Advance);;1989;Taito Corporation Japan;Puzzle / Misc.;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Libretro);;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Libretro);;1989;Taito Corporation Japan;Puzzle / Misc.;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Mame4all);;1989;Taito Corporation Japan;Puzzle;;;;;0;;;;;
puzznic;Puzznic (World);MAME (Mame4all);;1989;Taito Corporation Japan;Puzzle / Misc.;;;;;0;;;;;
Puzznic (USA);Puzznic (USA);Nintendo Entertainment System;;1990;Taito Corporation;Puzzle;;;;;0;;;;;
Puzznic (USA);Puzznic (USA);Sony PlayStation;;2003;Mud Duck Productions;Puzzle;;;;;0;;;;;
Puzznic (USA);Puzznic (USA);Sony PSP;;2003;Mud Duck Productions;Puzzle;;;;;0;;;;;
Pyramid Magic III (Japan);Pyramid Magic III (Japan);Sega Genesis;;1991;Sega;Puzzle;;;;;0;;;;;
Pyramid Magic II (Japan);Pyramid Magic II (Japan);Sega Genesis;;1991;Sega;Puzzle;;;;;0;;;;;
Pyramid Magic (Japan);Pyramid Magic (Japan);Sega Genesis;;1991;Sega;Puzzle;;;;;0;;;;;
Pyramid Magic Special (Japan);Pyramid Magic Special (Japan);Sega Genesis;;1991;Sega;Puzzle;;;;;0;;;;;
Pyramid Puzzler (Europe);Pyramid Puzzler (Europe);Commodore 64;;198x;Thunder Mountain/Scott, Foresman and Company;Educational;;;;;0;;;;;
Pyramids of Ra (USA);Pyramids of Ra (USA);Nintendo Game Boy;;1993;Matchbox Toys;Puzzle;;;;;0;;;;;
Pyramid (USA) (Unl);Pyramid (USA) (Unl);Nintendo Entertainment System;;1992;American Video Entertainment;Puzzle;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);Arcade;;1999;MOSS / Nihon System;Puzzle / Toss;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);Final Burn Alpha;;1999;MOSS / Nihon System;Puzzle / Toss;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);Final Burn Alpha;;1999;Nihon System / Moss;;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);MAME (Advance);;1999;MOSS / Nihon System;Puzzle / Toss;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);MAME (Libretro);;1999;MOSS / Nihon System;Puzzle / Toss;;;;;0;;;;;
pzlbowl;Puzzle De Bowling (Japan);MAME (Mame4all);;1999;MOSS / Nihon System;Puzzle / Toss;;;;;0;;;;;
pzlbreak;Puzzle Break;Arcade;;1997;SemiCom;Puzzle / Misc.;;;;;0;;;;;
pzlbreak;Puzzle Break;Final Burn Alpha;;1997;SemiCom;;;;;;0;;;;;
pzlbreak;Puzzle Break;Final Burn Alpha;;1997;SemiCom;Puzzle / Misc.;;;;;0;;;;;
pzlbreak;Puzzle Break;MAME (Advance);;1997;SemiCom;Puzzle / Misc.;;;;;0;;;;;
pzlbreak;Puzzle Break;MAME (Libretro);;1997;SemiCom;Puzzle / Misc.;;;;;0;;;;;
pzlbreak;Puzzle Break;MAME (Mame4all);;1997;SemiCom;Puzzle / Misc.;;;;;0;;;;;
pzlestar;Puzzle Star (Sang Ho Soft);Arcade;;1991;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzlestar;Puzzle Star (Sang Ho Soft);Final Burn Alpha;;1991;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzlestar;Puzzle Star (Sang Ho Soft);MAME (Advance);;1991;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzlestar;Puzzle Star (Sang Ho Soft);MAME (Libretro);;1991;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzlestar;Puzzle Star (Sang Ho Soft);MAME (Mame4all);;1991;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzletime;Puzzle Time (prototype);Arcade;;199?;Elettronica Video-Games S.R.L.;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzletime;Puzzle Time (prototype);Final Burn Alpha;;199?;Elettronica Video-Games S.R.L.;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzletime;Puzzle Time (prototype);MAME (Advance);;199?;Elettronica Video-Games S.R.L.;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzletime;Puzzle Time (prototype);MAME (Libretro);;199?;Elettronica Video-Games S.R.L.;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzletime;Puzzle Time (prototype);MAME (Mame4all);;199?;Elettronica Video-Games S.R.L.;Puzzle / Sliding * Mature *;;;;;0;;;;;
pzloop2j;Puzz Loop 2 (Japan 010226);Arcade;pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2j;Puzz Loop 2 (Japan 010226);MAME (Advance);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2j;Puzz Loop 2 (Japan 010226);MAME (Libretro);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2j;Puzz Loop 2 (Japan 010226);MAME (Mame4all);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2jr1;Puzz Loop 2 (Japan 010205);Arcade;pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2jr1;Puzz Loop 2 (Japan 010205);MAME (Advance);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2jr1;Puzz Loop 2 (Japan 010205);MAME (Libretro);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2jr1;Puzz Loop 2 (Japan 010205);MAME (Mame4all);pzloop2;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2;Puzz Loop 2 (Euro 010302);Arcade;;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2;Puzz Loop 2 (Euro 010302);MAME (Advance);;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2;Puzz Loop 2 (Euro 010302);MAME (Libretro);;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
pzloop2;Puzz Loop 2 (Euro 010302);MAME (Mame4all);;2001;Mitchell (Capcom license);Puzzle / Toss;;;;;0;;;;;
Q Billion (USA);Q Billion (USA);Nintendo Game Boy;;1990;Seta Corporation;Puzzle;;;;;0;;;;;
Qb (USA) (Unl);Qb (USA) (Unl);Atari 2600;;2001;RetroActive & XYPE - Andrew Davie;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);Arcade;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);Arcade;qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix2;Qix II (Tournament);Final Burn Alpha;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Advance);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Advance);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix2;Qix II (Tournament);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);Arcade;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);Arcade;qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);Final Burn Alpha;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Advance);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Advance);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixa;Qix (set 2, smaller roms);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixb;Qix (set 2, larger roms);Arcade;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixb;Qix (set 2, larger roms);Arcade;qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixb;Qix (set 2, larger roms);Final Burn Alpha;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Advance);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Advance);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixb;Qix (set 2, larger roms);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
Qix Neo (USA);Qix Neo (USA);Sony PlayStation;;2003;Mud Duck Productions;Puzzle;;;;;0;;;;;
Qix Neo (USA);Qix Neo (USA);Sony PSP;;2003;Mud Duck Productions;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);Arcade;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);Arcade;qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixo;Qix (set 3, earlier);Final Burn Alpha;qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Advance);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Advance);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Libretro);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qixo;Qix (set 3, earlier);MAME (Mame4all);qix;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix;Qix (Rev 2);Arcade;;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix;Qix (Rev 2);Arcade;;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix;Qix (Rev 2);Final Burn Alpha;;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Advance);;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Advance);;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Libretro);;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Libretro);;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Mame4all);;1981;Taito America Corporation;Puzzle;;;;;0;;;;;
qix;Qix (Rev 2);MAME (Mame4all);;1981;Taito America Corporation;Puzzle / Outline;;;;;0;;;;;
Qix (USA, Europe);Qix (USA, Europe);Atari Lynx;;1991;Knight Technologies;Puzzle;;;;;0;;;;;
Qix (USA);Qix (USA);Atari 5200;;1982;Atari;Puzzle;;;;;0;;;;;
Qix (USA);Qix (USA);Commodore 64;;1989;Taito;Puzzle;;;;;0;;;;;
Quadralien (Europe);Quadralien (Europe);Atari ST;;1988;Logotron;Puzzle;;;;;0;;;;;
Quadrato (Europe);Quadrato (Europe);Commodore 64;;1990;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Quadrax (Slovakia);Quadrax (Slovakia);Sinclair ZX Spectrum;;1994;Ultrasoft - Sintech;Puzzle;;;;;0;;;;;
Quadrel (France);Quadrel (France);Amstrad CPC;;1991;Loriciels;Puzzle;;;;;0;;;;;
Quadrel (France);Quadrel (France);Atari ST;;1990;Loriciel;Puzzle;;;;;0;;;;;
Quadromania (Europe);Quadromania (Europe);Commodore 64;;1987;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Quadz (World) (Unl);Quadz (World) (Unl);Nintendo Entertainment System;;2004;Michael Blain, Mark Schmit and Phil Yam;Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);Arcade;quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);Arcade;quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum1;Quantum (rev 1);Final Burn Alpha;quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Advance);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Advance);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Libretro);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Libretro);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Mame4all);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum1;Quantum (rev 1);MAME (Mame4all);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
Quantum (Europe) (Unl);Quantum (Europe) (Unl);Commodore 64;;1989;Commodore Zone;Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);Arcade;quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);Arcade;quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantump;Quantum (prototype);Final Burn Alpha;quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Advance);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Advance);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Libretro);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Libretro);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Mame4all);quantum;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantump;Quantum (prototype);MAME (Mame4all);quantum;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum;Quantum (rev 2);Arcade;;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum;Quantum (rev 2);Arcade;;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum;Quantum (rev 2);Final Burn Alpha;;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum;Quantum (rev 2);Final Burn Alpha;;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Advance);;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Advance);;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Libretro);;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Libretro);;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Mame4all);;1982;General Computer Corporation (Atari license);Puzzle;;;;;0;;;;;
quantum;Quantum (rev 2);MAME (Mame4all);;1982;General Computer Corporation (Atari license);Puzzle / Outline;;;;;0;;;;;
Quarth (Japan) (Demo);Quarth (Japan) (Demo);Microsoft MSX2;;1990;Konami;Puzzle;;;;;0;;;;;
Quarth (Japan);Quarth (Japan);Microsoft MSX2;;1990;Konami;Puzzle;;;;;0;;;;;
Quarth (Japan);Quarth (Japan);Nintendo Famicom;;1990;Konami;Puzzle;;;;;0;;;;;
Quarth (Korea);Quarth (Korea);Microsoft MSX2;;1990;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);Arcade;blockhl;1989;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);Arcade;blockhl;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
quarth;Quarth (Japan);Final Burn Alpha;blockhl;1989;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Advance);blockhl;1989;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Advance);blockhl;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Libretro);blockhl;1989;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Libretro);blockhl;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Mame4all);blockhl;1989;Konami;Puzzle;;;;;0;;;;;
quarth;Quarth (Japan);MAME (Mame4all);blockhl;1989;Konami;Puzzle / Misc.;;;;;0;;;;;
Quarth (USA, Europe);Quarth (USA, Europe);Nintendo Game Boy;;1990;Ultra Soft;Puzzle;;;;;0;;;;;
Quarx (Germany) (Unl);Quarx (Germany) (Unl);Commodore 64;;1993;Paralyze;Puzzle;;;;;0;;;;;
Queens (Europe);Queens (Europe);Commodore 64;;1994;CP Verlag/Game On;Puzzle;;;;;0;;;;;
Quick Step! (USA);Quick Step! (USA);Atari 2600;;1983;Imagic;Puzzle;;;;;0;;;;;
Quinpl (Japan);Quinpl (Japan);Microsoft MSX2+;;1988;Bit2;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);Arcade;;1982;Atari;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);Arcade;;1982;Atari;Puzzle / Sliding;;;;;0;;;;;
qwak;Qwak (prototype);Final Burn Alpha;;1982;Atari;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Advance);;1982;Atari;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Advance);;1982;Atari;Puzzle / Sliding;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Libretro);;1982;Atari;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Libretro);;1982;Atari;Puzzle / Sliding;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Mame4all);;1982;Atari;Puzzle;;;;;0;;;;;
qwak;Qwak (prototype);MAME (Mame4all);;1982;Atari;Puzzle / Sliding;;;;;0;;;;;
Radical Bomber!! Jirai-kun (Japan);Radical Bomber!! Jirai-kun (Japan);Nintendo Famicom Disk System;;1988;Jaleco;Puzzle;;;;;0;;;;;
Railroad Works, The (USA);Railroad Works, The (USA);Commodore 64;;1984;CBS Software;Puzzle;;;;;0;;;;;
Railway (Asia) (Unl);Railway (Asia) (Unl);Nintendo Game Boy;;1993;Sachen;Puzzle;;;;;0;;;;;
Rainbow Islands (Europe);Rainbow Islands (Europe);Nintendo Game Boy Color;;2001;TDK Core;Puzzle;;;;;0;;;;;
Rainy Day (Europe);Rainy Day (Europe);Sinclair ZX Spectrum;;1984;CCS;Puzzle;;;;;0;;;;;
Ramen Heaven (USA);Ramen Heaven;Sony PSP Minis;;2010;SCEJ;Puzzle;;;;;0;;;;;
Rampage - Puzzle Attack (USA, Europe);Rampage - Puzzle Attack (USA, Europe);Nintendo Game Boy Advance;;2001;Midway;Puzzle;;;;;0;;;;;
Ranma 1-2 - Ougi Jaanken (Japan);Ranma 1-2 - Ougi Jaanken (Japan);Nintendo Super Famicom;;1995;Atelier Double;Puzzle;;;;;0;;;;;
Rasdumje (Europe);Rasdumje (Europe);Commodore 64;;1990;Digital Marketing;Puzzle;;;;;0;;;;;
Raster Fahndung (USA) (Unl);Raster Fahndung (USA) (Unl);Atari 2600;;2007;AtariAge - Simon Quernhorst;Puzzle;;;;;0;;;;;
Rasterscan (Europe);Rasterscan (Europe);Amstrad CPC;;1987;Mastertronic;Puzzle;;;;;0;;;;;
Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Rat Attack! (USA) (En,Fr,De,Es,It,Nl);Nintendo 64;;2000;Mindscape Inc.;Puzzle;;;;;0;;;;;
Rat Attack! (USA);Rat Attack! (USA);Sony PlayStation;;1999;Mindscape;Puzzle;;;;;0;;;;;
Rat Attack! (USA);Rat Attack! (USA);Sony PSP;;1999;Mindscape;Puzzle;;;;;0;;;;;
Rats (Europe);Rats (Europe);Commodore 64;;1984;Cascade Games Ltd.;Puzzle;;;;;0;;;;;
Ravening (France) (Unl);Ravening (France) (Unl);Amstrad CPC;;1992;Sylvain Guehl;Puzzle;;;;;0;;;;;
RC-Quest (Europe) (Unl);RC-Quest (Europe) (Unl);Amstrad CPC;;1993;Moving Pixels;Puzzle;;;;;0;;;;;
Reaction (Arcade) (Europe);Reaction (Arcade) (Europe);Commodore 64;;1990;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Reaction (Puzzle) (Europe);Reaction (Puzzle) (Europe);Commodore 64;;1991;CP Verlag/Magic Disk 64;Action;;;;;0;;;;;
Reaxion (Europe) (Unl);Reaxion (Europe) (Unl);Commodore 64;;1994;Future Publishing;Puzzle;;;;;0;;;;;
